productCode,productName,customerName,orderDate,total_price
S18_3136,"18th Century Vintage Horse Carriage","Baane Mini Imports",2003-01-29,1390.72
S18_3136,"18th Century Vintage Horse Carriage","Rovelli Gifts",2003-11-05,1390.72
S700_2047,"HMS Bounty","Tokyo Collectables, Ltd",2004-11-23,1390.40
S18_2949,"1913 Ford Model T Speedster","Scandinavian Gift Ideas",2004-09-08,1389.92
S24_3816,"1940 Ford Delivery Sedan",giftsbymail.co.uk,2004-11-01,1388.70
S700_1691,"American Airlines: B767-300","Mini Creations Ltd.",2003-08-10,1388.32
S12_4675,"1969 Dodge Charger","Salzburg Collectables",2005-05-17,1386.56
S18_2325,"1932 Model A Ford J-Coupe","Signal Collectibles Ltd.",2003-09-12,1384.46
S24_4048,"1992 Porsche Cayenne Turbo Silver","Euro+ Shopping Channel",2003-01-31,1383.85
S700_3505,"The Titanic","Danish Wholesale Imports",2003-02-11,1382.40
S700_3167,"F/A 18 Hornet 1/72","Reims Collectables",2005-03-30,1382.40
S24_2766,"1949 Jaguar XK 120","Online Diecast Creations Co.",2003-11-20,1381.28
S18_3320,"1917 Maxwell Touring Car","Baane Mini Imports",2003-01-29,1380.96
S18_4600,"1940s Ford truck","Australian Collectors, Co.",2004-11-29,1380.36
S10_4698,"2003 Harley-Davidson Eagle Drag Bike","Land of Toys Inc.",2003-02-24,1378.88
S18_4027,"1970 Triumph Spitfire",GiftsForHim.com,2004-06-16,1378.80
S18_4027,"1970 Triumph Spitfire","Land of Toys Inc.",2004-09-08,1378.80
S700_2834,"ATA: B757-300","The Sharp Gifts Warehouse",2004-05-11,1378.72
S700_2834,"ATA: B757-300","L'ordine Souveniers",2005-05-10,1378.72
S12_1666,"1958 Setra Bus","Classic Gift Ideas, Inc",2003-11-13,1377.60
S12_4473,"1957 Chevy Pickup","Diecast Classics Inc.",2004-08-19,1377.04
S12_4473,"1957 Chevy Pickup","Euro+ Shopping Channel",2004-12-10,1377.04
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet","Toys of Finland, Co.",2003-10-06,1376.31
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2004-12-07,1376.20
S700_2824,"1982 Camaro Z28","Auto Associés & Cie.",2004-10-11,1375.64
S18_1589,"1965 Aston Martin DB5",Toys4GrownUps.com,2005-01-12,1375.01
S18_4721,"1957 Corvette Convertible","Australian Collectors, Co.",2004-11-24,1374.89
S18_4522,"1904 Buick Runabout","Kelly's Gift Shop",2004-12-16,1374.48
S24_4258,"1936 Chrysler Airflow","Auto Associés & Cie.",2004-10-11,1374.11
S18_1589,"1965 Aston Martin DB5","The Sharp Gifts Warehouse",2005-04-22,1373.76
S24_1578,"1997 BMW R 1100 S","Daedalus Designs Imports",2003-11-11,1372.70
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet","Euro+ Shopping Channel",2004-06-24,1372.00
S12_4473,"1957 Chevy Pickup","Iberia Gift Imports, Corp.",2003-11-14,1371.11
S18_2325,"1932 Model A Ford J-Coupe","Extreme Desk Decorations, Ltd",2004-07-12,1370.49
S700_1691,"American Airlines: B767-300","Australian Collectors, Co.",2003-04-29,1370.10
S50_1392,"Diamond T620 Semi-Skirted Tanker","Handji Gifts& Co",2004-06-15,1369.29
S18_1589,"1965 Aston Martin DB5","Euro+ Shopping Channel",2004-10-16,1368.84
S12_1666,"1958 Setra Bus","Saveley & Henriot, Co.",2003-11-25,1368.07
S700_3167,"F/A 18 Hornet 1/72","Rovelli Gifts",2003-02-17,1368.00
S700_3505,"The Titanic","Petit Auto",2004-07-21,1367.25
S10_4962,"1962 LanciaA Delta 16V","Souveniers And Things Co.",2004-07-19,1365.10
S24_3432,"2002 Chevy Corvette","Souveniers And Things Co.",2005-05-29,1364.22
S10_1678,"1969 Harley Davidson Ultimate Chopper","Auto Canal+ Petit",2004-01-15,1363.80
S32_1374,"1997 BMW F650 ST","Australian Collectors, Co.",2004-02-20,1363.50
S24_4048,"1992 Porsche Cayenne Turbo Silver","Land of Toys Inc.",2004-09-08,1362.60
S24_4048,"1992 Porsche Cayenne Turbo Silver","La Corne D'abondance, Co.",2004-11-20,1362.60
S700_3505,"The Titanic","Scandinavian Gift Ideas",2003-10-23,1362.24
S24_3856,"1956 Porsche 356A Coupe","Signal Gift Stores",2004-08-06,1362.20
S50_1392,"Diamond T620 Semi-Skirted Tanker","Land of Toys Inc.",2004-09-08,1361.28
S12_3148,"1969 Corvair Monza","Clover Collections, Co.",2004-02-12,1359.72
S24_3856,"1956 Porsche 356A Coupe","Collectables For Less Inc.",2003-09-05,1359.38
S10_4962,"1962 LanciaA Delta 16V","Mini Gifts Distributors Ltd.",2004-12-10,1359.20
S12_2823,"2002 Suzuki XREO","Gift Depot Inc.",2004-06-28,1358.61
S12_2823,"2002 Suzuki XREO","Toys of Finland, Co.",2004-09-30,1358.61
S18_1097,"1940 Ford Pickup Truck","Australian Collectors, Co.",2004-11-29,1358.04
S24_4258,"1936 Chrysler Airflow","Amica Models & Co.",2004-08-17,1357.62
S18_4600,"1940s Ford truck","Diecast Classics Inc.",2004-08-19,1356.04
S18_4600,"1940s Ford truck","Scandinavian Gift Ideas",2004-09-08,1356.04
S32_1268,"1980’s GM Manhattan Express","Diecast Collectables",2003-12-09,1356.00
S18_1097,"1940 Ford Pickup Truck","Scandinavian Gift Ideas",2004-09-08,1355.76
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet","Scandinavian Gift Ideas",2003-10-23,1355.20
S700_2466,"America West Airlines B757-200","Bavarian Collectables Imports, Co.",2004-09-15,1354.22
S18_2581,"P-51-D Mustang","Technics Stores Inc.",2003-10-28,1353.42
S700_2047,"HMS Bounty","Reims Collectables",2005-03-30,1352.34
S24_2300,"1962 Volkswagen Microbus","Mini Gifts Distributors Ltd.",2004-07-20,1349.48
S24_3432,"2002 Chevy Corvette","Anna's Decorations, Ltd",2003-09-11,1349.18
S700_1691,"American Airlines: B767-300",giftsbymail.co.uk,2004-11-01,1348.20
S24_4620,"1961 Chevrolet Impala","Vida Sport, Ltd",2004-08-30,1346.74
S24_2766,"1949 Jaguar XK 120","Muscle Machine Inc",2003-12-02,1344.02
S24_3856,"1956 Porsche 356A Coupe","Norway Gifts By Mail, Co.",2003-10-05,1343.87
S12_4473,"1957 Chevy Pickup","Mini Gifts Distributors Ltd.",2004-03-11,1343.86
S10_4698,"2003 Harley-Davidson Eagle Drag Bike","Mini Wheels Co.",2003-12-01,1342.04
S50_4713,"2002 Yamaha YZR M1","Mini Gifts Distributors Ltd.",2003-07-02,1341.64
S18_3259,"Collectable Wooden Train","Land of Toys Inc.",2004-05-07,1341.20
S700_3962,"The Queen Mary","Petit Auto",2004-07-21,1340.70
S12_4473,"1957 Chevy Pickup","Mini Gifts Distributors Ltd.",2005-02-17,1340.30
S700_2466,"America West Airlines B757-200","Rovelli Gifts",2004-11-12,1340.22
S18_2325,"1932 Model A Ford J-Coupe","Down Under Souveniers, Inc",2004-06-03,1338.74
S24_3151,"1912 Ford Model T Delivery Wagon","Collectable Mini Designs Co.",2004-02-19,1338.30
S18_2319,"1964 Mercedes Tour Bus","Mini Gifts Distributors Ltd.",2004-07-20,1336.50
S24_4258,"1936 Chrysler Airflow","Vitachrome Inc.",2004-11-05,1336.16
S700_3962,"The Queen Mary","Scandinavian Gift Ideas",2003-10-23,1334.72
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet","Salzburg Collectables",2003-04-28,1333.92
S24_1785,"1928 British Royal Navy Airplane","The Sharp Gifts Warehouse",2004-05-11,1332.80
S10_4962,"1962 LanciaA Delta 16V","Dragon Souveniers, Ltd.",2003-09-19,1332.65
S700_2047,"HMS Bounty","Euro+ Shopping Channel",2004-06-24,1332.48
S24_3151,"1912 Ford Model T Delivery Wagon","Mini Creations Ltd.",2003-11-14,1331.20
S10_4962,"1962 LanciaA Delta 16V","Super Scale Inc.",2004-05-04,1329.66
S32_4485,"1974 Ducati 350 Mk3 Desmo","Online Mini Collectables",2004-08-02,1328.74
S700_2834,"ATA: B757-300","Marta's Replicas Co.",2004-08-27,1326.52
S18_2319,"1964 Mercedes Tour Bus","Euro+ Shopping Channel",2005-05-03,1323.08
S24_2766,"1949 Jaguar XK 120","AV Stores, Co.",2003-03-18,1323.04
S24_1785,"1928 British Royal Navy Airplane","Norway Gifts By Mail, Co.",2004-08-21,1322.88
S24_3432,"2002 Chevy Corvette","Signal Gift Stores",2003-05-21,1322.49
S24_3432,"2002 Chevy Corvette","Down Under Souveniers, Inc",2004-06-03,1322.49
S32_1268,"1980’s GM Manhattan Express","Marta's Replicas Co.",2004-10-13,1321.32
S18_1662,"1980s Black Hawk Helicopter","Extreme Desk Decorations, Ltd",2004-03-30,1319.85
S700_2047,"HMS Bounty",giftsbymail.co.uk,2004-11-01,1319.76
S50_1392,"Diamond T620 Semi-Skirted Tanker","La Corne D'abondance, Co.",2004-11-20,1319.52
S12_3148,"1969 Corvair Monza","Tokyo Collectables, Ltd",2005-01-26,1318.95
S32_1374,"1997 BMW F650 ST","La Rochelle Gifts",2005-02-03,1318.50
S18_3029,"1999 Yamaha Speed Boat","Euro+ Shopping Channel",2005-03-01,1316.16
S12_3990,"1970 Plymouth Hemi Cuda","Toms Spezialitäten, Ltd",2004-10-16,1315.97
S18_3259,"Collectable Wooden Train","Danish Wholesale Imports",2003-02-11,1315.95
S18_3259,"Collectable Wooden Train","Petit Auto",2004-07-21,1315.95
S10_4698,"2003 Harley-Davidson Eagle Drag Bike","Lyon Souveniers",2003-07-01,1314.95
S700_2824,"1982 Camaro Z28","Mini Gifts Distributors Ltd.",2005-02-17,1314.95
S24_3816,"1940 Ford Delivery Sedan","Euro+ Shopping Channel",2004-06-24,1314.88
S18_1984,"1995 Honda Civic","Norway Gifts By Mail, Co.",2003-10-05,1314.39
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport","Amica Models & Co.",2004-08-17,1314.27
S24_1785,"1928 British Royal Navy Airplane","Australian Collectors, Co.",2004-02-20,1313.10
S24_3816,"1940 Ford Delivery Sedan","Euro+ Shopping Channel",2004-12-02,1311.55
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport","Saveley & Henriot, Co.",2004-03-02,1311.45
S18_2581,"P-51-D Mustang","Mini Classics",2004-10-15,1311.20
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport","AV Stores, Co.",2003-03-18,1310.56
S18_3482,"1976 Ford Gran Torino","Auto Canal+ Petit",2004-05-26,1309.68
S18_4721,"1957 Corvette Convertible","Toys of Finland, Co.",2004-09-30,1309.44
S24_2766,"1949 Jaguar XK 120","Euro+ Shopping Channel",2004-01-16,1308.48
S700_2466,"America West Airlines B757-200","Euro+ Shopping Channel",2004-06-24,1308.32
S12_4473,"1957 Chevy Pickup","Stylish Desk Decors, Co.",2003-11-06,1308.24
S700_2047,"HMS Bounty","Oulu Toy Supplies, Inc.",2005-01-31,1307.98
S12_1666,"1958 Setra Bus","Technics Stores Inc.",2003-07-24,1307.90
S18_1129,"1993 Mazda RX-7","Australian Collectors, Co.",2004-11-24,1307.79
S18_2581,"P-51-D Mustang","Euro+ Shopping Channel",2005-03-01,1307.70
S12_1099,"1968 Ford Mustang","Down Under Souveniers, Inc",2005-04-08,1307.52
S18_3029,"1999 Yamaha Speed Boat","Euro+ Shopping Channel",2004-06-24,1307.52
S24_2300,"1962 Volkswagen Microbus","Technics Stores Inc.",2003-07-24,1307.24
S24_2300,"1962 Volkswagen Microbus","Euro+ Shopping Channel",2004-05-05,1307.24
S18_2795,"1928 Mercedes-Benz SSK",GiftsForHim.com,2005-04-29,1306.17
S24_4620,"1961 Chevrolet Impala","Mini Gifts Distributors Ltd.",2003-07-02,1305.60
S18_3136,"18th Century Vintage Horse Carriage","Scandinavian Gift Ideas",2004-09-08,1304.80
S10_4962,"1962 LanciaA Delta 16V","Québec Home Shopping Network",2005-05-01,1303.11
S24_2000,"1960 BSA Gold Star DBD34","Technics Stores Inc.",2003-10-28,1302.48
S12_4675,"1969 Dodge Charger","Down Under Souveniers, Inc",2004-12-04,1302.47
S18_1097,"1940 Ford Pickup Truck","Classic Gift Ideas, Inc",2003-11-13,1302.00
S50_4713,"2002 Yamaha YZR M1","Mini Gifts Distributors Ltd.",2005-03-04,1301.76
S700_1691,"American Airlines: B767-300","La Rochelle Gifts",2005-02-03,1301.55
S12_3891,"1969 Ford Falcon","Reims Collectables",2004-12-15,1301.12
S18_3029,"1999 Yamaha Speed Boat",giftsbymail.co.uk,2004-11-01,1300.68
S18_1589,"1965 Aston Martin DB5","Norway Gifts By Mail, Co.",2003-10-05,1300.42
S32_4485,"1974 Ducati 350 Mk3 Desmo","Marta's Replicas Co.",2004-08-27,1300.13
S10_1678,"1969 Harley Davidson Ultimate Chopper","Souveniers And Things Co.",2004-12-17,1299.62
S700_1938,"The Mayflower","Danish Wholesale Imports",2003-02-11,1299.15
S24_2887,"1952 Citroen-15CV","Heintze Collectables",2003-10-17,1296.48
S700_3167,"F/A 18 Hornet 1/72","Technics Stores Inc.",2003-10-28,1296.00
S700_3167,"F/A 18 Hornet 1/72","La Rochelle Gifts",2004-07-23,1296.00
S700_1938,"The Mayflower","Euro+ Shopping Channel",2004-12-02,1295.74
S18_3232,"1992 Ferrari 360 Spider red","Suominen Souveniers",2003-08-01,1295.46
S18_1342,"1937 Lincoln Berline","Online Diecast Creations Co.",2004-11-04,1294.58
S24_3432,"2002 Chevy Corvette","Kelly's Gift Shop",2003-07-07,1294.54
S24_3151,"1912 Ford Model T Delivery Wagon","AV Stores, Co.",2004-10-14,1294.04
S700_3962,"The Queen Mary","Land of Toys Inc.",2004-05-07,1293.04
S700_2834,"ATA: B757-300","Gift Depot Inc.",2004-06-28,1292.06
S24_3856,"1956 Porsche 356A Coupe","Euro+ Shopping Channel",2005-02-10,1292.00
S12_1099,"1968 Ford Mustang","Danish Wholesale Imports",2004-04-09,1291.92
S24_4278,"1900s Vintage Tri-Plane","Euro+ Shopping Channel",2005-03-01,1291.14
S24_3191,"1969 Chevrolet Camaro Z28","AV Stores, Co.",2003-03-18,1287.52
S18_3029,"1999 Yamaha Speed Boat","Oulu Toy Supplies, Inc.",2005-01-31,1286.90
S10_1949,"1952 Alpine Renault 1300","Cambridge Collectables Co.",2004-03-10,1285.80
S10_4962,"1962 LanciaA Delta 16V","La Corne D'abondance, Co.",2003-04-01,1285.30
S18_3029,"1999 Yamaha Speed Boat","Kelly's Gift Shop",2004-12-16,1285.20
S24_3432,"2002 Chevy Corvette","Mini Caravy",2004-04-13,1284.96
S700_2466,"America West Airlines B757-200","Souveniers And Things Co.",2004-12-17,1284.36
S12_3380,"1968 Dodge Charger","Down Under Souveniers, Inc",2004-12-04,1282.45
S32_1268,"1980’s GM Manhattan Express","Vitachrome Inc.",2004-11-05,1280.86
S18_1342,"1937 Lincoln Berline","Saveley & Henriot, Co.",2004-03-02,1279.05
S24_2887,"1952 Citroen-15CV","Euro+ Shopping Channel",2004-10-16,1278.97
S700_1691,"American Airlines: B767-300","The Sharp Gifts Warehouse",2004-05-11,1278.76
S24_4620,"1961 Chevrolet Impala","Toms Spezialitäten, Ltd",2004-10-16,1278.06
S24_4278,"1900s Vintage Tri-Plane","Rovelli Gifts",2003-02-17,1278.00
S18_4522,"1904 Buick Runabout","Mini Gifts Distributors Ltd.",2003-08-08,1277.92
S700_2466,"America West Airlines B757-200","Mini Creations Ltd.",2003-08-10,1276.48
S18_2795,"1928 Mercedes-Benz SSK","Euro+ Shopping Channel",2004-04-29,1275.75
S700_1938,"The Mayflower","Mini Creations Ltd.",2003-11-14,1274.88
S24_3151,"1912 Ford Model T Delivery Wagon","Kelly's Gift Shop",2004-12-16,1274.58
S700_2824,"1982 Camaro Z28","Mini Gifts Distributors Ltd.",2004-03-11,1274.56
S10_1949,"1952 Alpine Renault 1300","Classic Legends Inc.",2003-10-20,1272.96
S24_1785,"1928 British Royal Navy Airplane","L'ordine Souveniers",2005-05-10,1271.48
S24_2011,"18th century schooner","CAF Imports",2003-11-07,1270.72
S18_3259,"Collectable Wooden Train","Heintze Collectables",2004-10-22,1270.65
S18_2581,"P-51-D Mustang","Tokyo Collectables, Ltd",2004-11-23,1270.56
S18_1097,"1940 Ford Pickup Truck","Canadian Gift Exchange Network",2003-12-05,1270.50
S700_2466,"America West Airlines B757-200","The Sharp Gifts Warehouse",2004-05-11,1270.50
S18_4933,"1957 Ford Thunderbird","AV Stores, Co.",2004-11-17,1270.08
S18_3320,"1917 Maxwell Touring Car","Australian Collectables, Ltd",2003-11-21,1269.92
S18_1889,"1948 Porsche 356-A Roadster","Herkku Gifts",2003-11-12,1269.73
S18_3029,"1999 Yamaha Speed Boat","Reims Collectables",2005-03-30,1269.72
S24_2766,"1949 Jaguar XK 120","Saveley & Henriot, Co.",2004-03-02,1267.65
S18_1984,"1995 Honda Civic","Australian Collectors, Co.",2004-11-24,1267.42
S700_3167,"F/A 18 Hornet 1/72","Mini Classics",2004-10-15,1267.20
S12_4675,"1969 Dodge Charger","Euro+ Shopping Channel",2003-12-02,1266.76
S18_4027,"1970 Triumph Spitfire","Classic Legends Inc.",2004-11-21,1266.75
S24_4258,"1936 Chrysler Airflow","Mini Gifts Distributors Ltd.",2005-02-17,1266.07
S700_4002,"American Airlines: MD-11S","Rovelli Gifts",2003-02-17,1265.94
S18_3029,"1999 Yamaha Speed Boat","Petit Auto",2004-07-21,1264.50
S18_2870,"1999 Indy 500 Monte Carlo SS","Euro+ Shopping Channel",2004-10-16,1263.24
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport","Handji Gifts& Co",2004-09-01,1262.66
S18_2581,"P-51-D Mustang","La Rochelle Gifts",2004-07-23,1262.16
S700_2610,"The USS Constitution Ship","Kelly's Gift Shop",2004-12-16,1261.98
S12_3990,"1970 Plymouth Hemi Cuda","Vida Sport, Ltd",2004-08-30,1261.57
S12_3891,"1969 Ford Falcon","Tokyo Collectables, Ltd",2005-01-26,1261.35
S24_3151,"1912 Ford Model T Delivery Wagon","Petit Auto",2004-07-21,1261.20
S18_1129,"1993 Mazda RX-7","Norway Gifts By Mail, Co.",2003-10-05,1261.15
S24_4048,"1992 Porsche Cayenne Turbo Silver","Mini Gifts Distributors Ltd.",2004-08-20,1260.87
S18_3136,"18th Century Vintage Horse Carriage","Online Diecast Creations Co.",2004-11-04,1260.84
S700_1691,"American Airlines: B767-300","Australian Collectors, Co.",2004-02-20,1260.45
S24_1578,"1997 BMW R 1100 S","Down Under Souveniers, Inc",2004-12-04,1259.96
S24_3816,"1940 Ford Delivery Sedan","Petit Auto",2004-07-21,1257.90
S18_3856,"1941 Chevrolet Special Deluxe Cabriolet","Alpha Cognac",2003-11-08,1257.72
S18_3482,"1976 Ford Gran Torino","Extreme Desk Decorations, Ltd",2005-05-16,1256.76
S10_4698,"2003 Harley-Davidson Eagle Drag Bike",FunGiftIdeas.com,2005-03-03,1254.88
S10_4698,"2003 Harley-Davidson Eagle Drag Bike","Kelly's Gift Shop",2005-04-01,1254.88
S700_2047,"HMS Bounty","Bavarian Collectables Imports, Co.",2004-09-15,1254.54
S18_4600,"1940s Ford truck","Saveley & Henriot, Co.",2003-11-25,1252.02
S24_2887,"1952 Citroen-15CV","Kelly's Gift Shop",2003-07-07,1251.90
S24_3191,"1969 Chevrolet Camaro Z28","Mini Gifts Distributors Ltd.",2003-11-12,1251.54
S700_1938,"The Mayflower","AV Stores, Co.",2004-10-14,1251.54
S12_4473,"1957 Chevy Pickup","Mini Gifts Distributors Ltd.",2005-01-23,1251.36
S10_4962,"1962 LanciaA Delta 16V","Corporate Gift Ideas Co.",2005-02-17,1249.92
S18_4721,"1957 Corvette Convertible","Euro+ Shopping Channel",2004-12-07,1249.90
S700_2610,"The USS Constitution Ship","Collectable Mini Designs Co.",2004-02-19,1249.02
S18_2870,"1999 Indy 500 Monte Carlo SS","Norway Gifts By Mail, Co.",2003-10-05,1248.72
S12_4473,"1957 Chevy Pickup","La Rochelle Gifts",2005-05-31,1247.87
S50_1392,"Diamond T620 Semi-Skirted Tanker","Euro+ Shopping Channel",2004-05-05,1247.84
S700_1938,"The Mayflower","Heintze Collectables",2004-10-22,1247.25
S18_3140,"1903 Ford Model A","CAF Imports",2003-11-07,1247.07
S24_3191,"1969 Chevrolet Camaro Z28","Euro+ Shopping Channel",2004-01-16,1246.56
S700_2824,"1982 Camaro Z28","Diecast Classics Inc.",2004-08-19,1246.14
S12_3891,"1969 Ford Falcon","Mini Gifts Distributors Ltd.",2005-03-23,1245.76
S700_2466,"America West Airlines B757-200","Norway Gifts By Mail, Co.",2004-08-21,1244.49
S10_1678,"1969 Harley Davidson Ultimate Chopper","Marta's Replicas Co.",2004-08-27,1244.10
S18_3278,"1969 Dodge Super Bee","Herkku Gifts",2003-11-12,1243.89
S18_2581,"P-51-D Mustang","Australian Collectors, Co.",2003-04-29,1241.85
S24_4258,"1936 Chrysler Airflow","Euro+ Shopping Channel",2004-12-10,1240.68
S700_1691,"American Airlines: B767-300","Souveniers And Things Co.",2004-12-17,1240.40
S700_1691,"American Airlines: B767-300","L'ordine Souveniers",2005-05-10,1240.40
S32_1268,"1980’s GM Manhattan Express","Handji Gifts& Co",2004-06-15,1239.55
S700_3962,"The Queen Mary","Enaco Distributors",2003-11-26,1237.46
S18_2319,"1964 Mercedes Tour Bus","Land of Toys Inc.",2004-09-08,1237.08
S24_2300,"1962 Volkswagen Microbus","Saveley & Henriot, Co.",2003-11-25,1237.06
S24_2300,"1962 Volkswagen Microbus","Down Under Souveniers, Inc",2005-03-11,1237.06
S18_4409,"1932 Alfa Romeo 8C2300 Spider Sport","Rovelli Gifts",2003-11-05,1236.96
S10_2016,"1996 Moto Guzzi 1100i","Down Under Souveniers, Inc",2004-12-04,1236.95
S18_1662,"1980s Black Hawk Helicopter","Danish Wholesale Imports",2004-11-10,1236.32
S24_3856,"1956 Porsche 356A Coupe","Australian Collectors, Co.",2004-11-24,1235.74
S18_4600,"1940s Ford truck","Stylish Desk Decors, Co.",2003-11-06,1235.04
S18_1662,"1980s Black Hawk Helicopter","Double Decker Gift Stores, Ltd",2003-11-14,1234.71
S12_3990,"1970 Plymouth Hemi Cuda","Mini Gifts Distributors Ltd.",2003-07-02,1234.54
S700_3505,"The Titanic","Royal Canadian Collectables, Ltd.",2004-08-20,1234.10
S50_1392,"Diamond T620 Semi-Skirted Tanker","Euro+ Shopping Channel",2005-02-22,1233.96
S50_1392,"Diamond T620 Semi-Skirted Tanker","La Rochelle Gifts",2005-05-31,1233.96
S700_1938,"The Mayflower","Mini Gifts Distributors Ltd.",2003-08-08,1233.28
S18_4721,"1957 Corvette Convertible","Toms Spezialitäten, Ltd",2003-11-20,1232.10
S24_3151,"1912 Ford Model T Delivery Wagon","Scandinavian Gift Ideas",2003-10-23,1232.00
S18_2581,"P-51-D Mustang","Kelly's Gift Shop",2004-12-16,1231.74
S18_2238,"1998 Chrysler Plymouth Prowler","Blauer See Auto, Co.",2004-03-15,1231.28
S18_4522,"1904 Buick Runabout","Land of Toys Inc.",2004-05-07,1228.78
S12_3380,"1968 Dodge Charger","Euro+ Shopping Channel",2003-12-02,1227.27
S700_2466,"America West Airlines B757-200","Australian Collectors, Co.",2003-04-29,1226.55
S700_4002,"American Airlines: MD-11S",giftsbymail.co.uk,2004-11-01,1225.98
S24_4278,"1900s Vintage Tri-Plane","Technics Stores Inc.",2003-10-28,1225.80
S24_1785,"1928 British Royal Navy Airplane","Rovelli Gifts",2004-11-12,1225.56
S18_4600,"1940s Ford truck","Dragon Souveniers, Ltd.",2003-09-19,1225.29
S10_1678,"1969 Harley Davidson Ultimate Chopper",Toys4GrownUps.com,2003-08-25,1224.96
S18_1589,"1965 Aston Martin DB5","Heintze Collectables",2003-10-17,1224.48
S700_3167,"F/A 18 Hornet 1/72","Euro+ Shopping Channel",2005-03-01,1224.00
S18_2319,"1964 Mercedes Tour Bus","Stylish Desk Decors, Co.",2003-11-06,1222.44
S24_2887,"1952 Citroen-15CV","Signal Gift Stores",2003-05-21,1221.35
S24_3432,"2002 Chevy Corvette","The Sharp Gifts Warehouse",2005-04-22,1220.76
S18_1662,"1980s Black Hawk Helicopter","Classic Gift Ideas, Inc",2004-10-14,1220.49
S18_4721,"1957 Corvette Convertible","Euro+ Shopping Channel",2005-02-10,1220.20
S24_3191,"1969 Chevrolet Camaro Z28",FunGiftIdeas.com,2004-11-04,1219.95
S18_1589,"1965 Aston Martin DB5","Euro+ Shopping Channel",2005-02-10,1219.50
S700_2824,"1982 Camaro Z28","Scandinavian Gift Ideas",2004-09-08,1217.86
S32_1374,"1997 BMW F650 ST","L'ordine Souveniers",2005-05-10,1216.60
S24_3949,"Corsair F4U ( Bird Cage)",giftsbymail.co.uk,2004-11-01,1216.08
S18_3140,"1903 Ford Model A",GiftsForHim.com,2004-06-16,1215.70
S18_2795,"1928 Mercedes-Benz SSK","Souveniers And Things Co.",2003-07-16,1215.04
S12_3380,"1968 Dodge Charger","Collectables For Less Inc.",2003-09-05,1214.29
S32_1374,"1997 BMW F650 ST","Land of Toys Inc.",2004-11-15,1213.65
S12_3990,"1970 Plymouth Hemi Cuda","Cruz & Sons Co.",2003-03-03,1212.96
S24_4278,"1900s Vintage Tri-Plane","La Rochelle Gifts",2004-07-23,1212.84
S700_4002,"American Airlines: MD-11S","Technics Stores Inc.",2003-10-28,1212.66
S24_4620,"1961 Chevrolet Impala","Auto Canal+ Petit",2004-01-15,1212.60
S18_4600,"1940s Ford truck","Canadian Gift Exchange Network",2004-10-22,1211.98
S10_4757,"1972 Alfa Romeo GTA","The Sharp Gifts Warehouse",2005-04-01,1211.76
S10_4962,"1962 LanciaA Delta 16V","Anna's Decorations, Ltd",2005-03-09,1211.50
S18_3259,"Collectable Wooden Train","La Corne D'abondance, Co.",2004-11-20,1210.08
S24_4048,"1992 Porsche Cayenne Turbo Silver","Mini Gifts Distributors Ltd.",2004-07-20,1210.00
S700_2610,"The USS Constitution Ship",giftsbymail.co.uk,2004-11-01,1209.96
S700_2610,"The USS Constitution Ship","Euro+ Shopping Channel",2005-03-01,1209.96
S18_3278,"1969 Dodge Super Bee","Mini Gifts Distributors Ltd.",2005-03-04,1209.44
S12_1108,"2001 Ferrari Enzo","Gift Depot Inc.",2005-05-05,1209.42
S24_2360,"1982 Ducati 900 Monster","Corporate Gift Ideas Co.",2003-10-10,1209.24
S24_2300,"1962 Volkswagen Microbus","Euro+ Shopping Channel",2005-05-03,1208.90
S10_1949,"1952 Alpine Renault 1300","Euro+ Shopping Channel",2005-05-31,1208.64
S12_3148,"1969 Corvair Monza","Super Scale Inc.",2003-11-26,1208.64
S24_2841,"1900s Vintage Bi-Plane",giftsbymail.co.uk,2004-11-01,1208.52
S24_3151,"1912 Ford Model T Delivery Wagon","Saveley & Henriot, Co.",2004-01-02,1208.10
S12_3990,"1970 Plymouth Hemi Cuda","Corporate Gift Ideas Co.",2003-10-10,1206.54
S12_2823,"2002 Suzuki XREO","Microscale Inc.",2004-11-03,1206.45
S10_1678,"1969 Harley Davidson Ultimate Chopper","Australian Collectors, Co.",2004-02-20,1205.85
S10_1678,"1969 Harley Davidson Ultimate Chopper","Land of Toys Inc.",2004-11-15,1205.85
S12_2823,"2002 Suzuki XREO","Salzburg Collectables",2004-11-24,1205.00
S700_2047,"HMS Bounty","Souveniers And Things Co.",2004-12-17,1203.86
S50_1392,"Diamond T620 Semi-Skirted Tanker","Iberia Gift Imports, Corp.",2003-11-14,1203.80
S700_2824,"1982 Camaro Z28","Euro+ Shopping Channel",2004-12-10,1203.72
S18_3278,"1969 Dodge Super Bee","Toms Spezialitäten, Ltd",2004-10-16,1202.92
S12_1666,"1958 Setra Bus","Canadian Gift Exchange Network",2003-12-05,1202.74
